"Cnt";"Iniplanejado";"Fimplanejado";"Tmpestimado";"Localizacao";"Tam";"Cliente";"Lote";"TpServico";"Familia";"FreeTime";"Vistoria";"Obs";"FotosDui";"TpOper";"Arm";"Equipe";"Imo";"SLA";
"KOCU5129912";"13/04/2023 08:00:00";"13/04/2023 08:50:00";"50";"A1 - PD - 002";"40";"10415 - COLUMBIA TRADING SA";"";"Desova";"VAR";"14/04/2023 00:00:00";"N�o";"ATI: 15783223 Desova por Volume ACOMPANHAMENTO";"";"Mecanizado";"A1 - PD";"DUI A1 - MEC I";"N�o;18/04/2023 00:00:00"
